X_cal,Y_cal,Z_cal
0.6374089029648015,-2.336388889218195,-1.317561347055765
0.6519468524408899,-2.3376809003755263,-1.3224025674504272
0.6277776006572666,-2.3472352844120548,-1.3200288041147457
0.6518323610911149,-2.353530891128426,-1.3300567928593012
0.6568534996094435,-2.3498193067267166,-1.3297112449040702
0.6192338811004194,-2.3575635132023893,-1.3225640054602494
0.6104091032076774,-2.3619374430132565,-1.322126402532314
0.6234484952039555,-2.3603243941836713,-1.3251235174919347
0.6264456101635762,-2.3661345141575043,-1.3288117283620176
0.6187084150215219,-2.369990277564847,-1.328441869720605
0.615482317362351,-2.395880139096813,-1.3400621096682706
0.6373464872513713,-2.3898931604563605,-1.3434968275558266
0.6165699001130387,-2.3953619726932884,-1.3401298539547934
0.6083226639355392,-2.4249634186269637,-1.35209564185769
0.6189270576439866,-2.429448847782479,-1.357350154494106
0.6258165382072579,-2.49658626515381,-1.391926244145777
0.6245578488993521,-2.564156219542043,-1.4243561140075167
0.6441169368937694,-2.5617366462976645,-1.4288517864469479
0.6431959211292015,-2.5840591024335557,-1.4394110718427384
0.603848762440817,-2.620598230428111,-1.4457281777816249
0.5426374338634121,-2.6631243370631195,-1.448610565832955
0.538308328410101,-2.6762134468347365,-1.4537052792101444
0.49324799813837017,-2.707086633861093,-1.4556187676823038
0.4545928725150032,-2.7530032872255554,-1.466685039043148
0.41374715634680836,-2.7866373552331947,-1.471158039546993
0.40572890286885893,-2.784538819661071,-1.4678153766321411
0.3810341850063379,-2.8065199680600577,-1.4713194775568152
0.3560584088079219,-2.822546817479577,-1.4718507742080507
0.33926745307357525,-2.8624764922035872,-1.4863517634564511
0.33407974756912656,-2.84438378687293,-1.476070281729369
0.346593673486507,-2.8551975024058027,-1.4849452609493452
0.3408805019031606,-2.849531561437604,-1.4805416434826184
0.3393819444233503,-2.8466265014506877,-1.4786975380475769
0.3247295035974868,-2.861184481046256,-1.4815105430617888
0.3247295035974868,-2.861184481046256,-1.4815105430617888
0.286022302337775,-2.8694468539254534,-1.4742955593314455
0.26132758447525395,-2.89142800232444,-1.4777996602561196
0.23253274385897196,-2.8947982789892444,-1.4710900237402347
0.2214028840716268,-2.902739614196188,-1.471713375364174
0.18297674114780998,-2.9169562860548517,-1.4674711959072697
0.11725431508752149,-2.937448294565237,-1.458363485369522
0.044486726950196245,-2.971173591852873,-1.4536350816123191
0.012694771374293548,-2.9687337485438454,-1.4432372342263513
-0.0011511450367772812,-2.9768192627564223,-1.4431451792536467
-0.04096135409062941,-2.9722808838752703,-1.4294046689528273
-0.09040286545201631,-2.9785889001879777,-1.418131615710988
-0.1816786094259634,-2.9898802419950754,-1.3971518109936432
-0.19466592578589664,-3.0291475713099265,-1.41243595112521
-0.15023012789938586,-3.039870057562802,-1.4305123346062338
-0.1805235259954782,-3.0403352742406904,-1.4219585926553076
-0.16188545376562868,-3.0602381571322033,-1.437013550490529
